Tweet_ID,Sentiment_Label,Logits_Neutral,Logits_Positive,Logits_Negative,Created_at,location,followers_count,Original_tweet,User_id,Content,Retweet_count
1.28935E+18,neutral,1.032876015,-0.06258633,1.011529803,2020-08-01 0:00,"Mountain View, CA, USA",13879,FALSE,287859136,Never before have so many people been immobilized at once the world over. https://t.co/08k1PrQZbV,0
1.28935E+18,neutral,1.359938622,0.086219259,0.858619094,2020-08-01 0:00,,1601,"1,289,348,884,582,420,000",1.22137E+18,Small U.S. business defaults up in states hit hard by COVID-19 https://t.co/hlYNTZgJpn https://t.co/KgwYEbgd1T,15
1.28935E+18,neutral,1.366530418,0.268077672,0.651849926,2020-08-01 0:00,,398,"1,289,347,845,938,480,000",1.07662E+18,"You keep hearing, without any evidence, that we had “no national plan” to combat COVID. But that has never been true, and ignores the significant steps taken by the federal government and private industry.

@SteveScalise debunks the myth: https://t.co/GIHIDFF4Ow",2155
1.28935E+18,negative,0.758464932,1.063802004,1.099030018,2020-08-01 0:00,Delmarva Peninsula,12068,FALSE,519682873,"“I’m going to be honest with you, I’m scared. I really am,"" said Nationals Manager Dave Martinez, who has a heart condition. https://t.co/CjXNIkb3Eo",0
1.28935E+18,neutral,1.705088139,0.538469493,0.429021984,2020-08-01 0:00,"Lloydminster, AB",2469,FALSE,40313810,"With COVID-19 continuing to put restrictions on large social gatherings, many of Lloydminster’s different places of worship have had to adapt.

https://t.co/lmiy0RZ3Zh",0
1.28935E+18,neutral,2.047452927,0.668868899,0.25439164,2020-08-01 0:00,"Indianapolis, IN",270772,FALSE,16550142,IU is acknowledging 23 new positive cases that were not previously reported as of its last update on July 17. https://t.co/fVqe9PJRaE,5
1.28935E+18,negative,1.014896393,-0.089783929,2.465446234,2020-08-01 0:00,United States of America,3804,FALSE,1.27555E+18,"@maziehirono &amp; @SenBrianSchatz, the US Senate went home for the weekend with no action on coronavirus relief. Federal unemployment benefits will expire tomorrow and rent is due, with millions facing potential eviction. This is NOT okay. #ArtsHero",0
1.28935E+18,neutral,1.889509916,-0.103961326,0.944425464,2020-08-01 0:00,,20,"1,289,207,475,212,750,000",1.16979E+18,Big Tech in now dispensing and judging medical advice and opinion on #Hydroxychloroquine and #coronavirus. Is this legal?,1980
1.28935E+18,positive,1.365297079,1.589520574,-0.181070805,2020-08-01 0:00,Cincinnati oh,1429,"1,289,259,106,897,780,000",1061679918,"Mitch McConnell is obstructing over 200 bipartisan bills, ones that would make prescriptions more affordable, invest in infrastructure, expand voting access, and tackle the opioid epidemic.
Our mission: Remove Mitch from the swamp he created and return integrity to the Senate.",9682
1.28935E+18,neutral,1.043192029,0.796690285,0.951917708,2020-08-01 0:00,"Indiana, USA",1826,"1,289,234,825,744,790,000",290324779,"Glad to see Dr. Fauci finally come out and admit that protesting &amp; rioting did spread COVID-19.

I wish he had been able to share those sentiments when these acts were taking place.

Many lives could have potentially been spared.",2980
1.28935E+18,neutral,1.528674603,0.5780164,0.453319758,2020-08-01 0:00,"Chicago, IL",2639,FALSE,803179230,Do you think it's safe to take a family vacation right now?​ https://t.co/ImDABiDgVi,0
1.28935E+18,negative,1.855482936,-0.931519806,2.411395073,2020-08-01 0:00,Baltimore,257271,FALSE,24920395,"The Trump administration failed to properly manage and negotiate contracts for ventilators, both before and during the coronavirus pandemic, according to a report by the Democratic-led House Oversight and Reform Committee. https://t.co/i7M6cYOMCc",9
1.28935E+18,neutral,1.330852628,-0.379199147,1.189970851,2020-08-01 0:00,"Charlottesville, Va",66215,FALSE,15009049,"More than just a health crisis, the coronavirus pandemic has now put a dent into court appointed advocates for children. https://t.co/X5UYfpoxVC",1
1.28935E+18,neutral,0.917220116,0.047429726,0.716416538,2020-08-01 0:00,"Rochester, MN",609,FALSE,8.79162E+17,"Mayo Clinic alone has run more than 424,000 tests. https://t.co/PcuitS3UNb",0
1.28935E+18,neutral,2.799549818,1.798078895,0.095025674,2020-08-01 0:00,"Sherman,TX/Ada,OK",12328,FALSE,17505840,"Fresh off quarantine after testing positive for COVID-19, Oklahoma Gov. Kevin Stitt visited Ada Friday morning to check out a few success stories from the state’s new Business Relief Program. https://t.co/r3v0v9cW0t",0
1.28935E+18,negative,0.244755536,0.030319609,0.444813907,2020-08-01 0:00,"Huntsville, AL",78405,FALSE,9899992,UPDATED INFORMATION https://t.co/SzAjwAAOsQ,2
1.28935E+18,negative,1.353513002,-1.135272503,2.745048046,2020-08-01 0:00,My Throne,86,FALSE,1.25542E+18,what if they put Harry Potter into the pandemic shit just so he doesnt happen and what if instead of being a story about how humans got superpowers through dark magic they went completely dark dark sword and shield,0
1.28935E+18,negative,1.379575491,-1.084665775,2.440671206,2020-08-01 0:00,"Austin, Texas",250,"1,289,168,580,479,710,000",598916486,"I don't know who needs to hear this but:

Landlord can't pay mortgage on second property ➡️ lose their investment, which they made knowing risks. *Still have a place to live.*

Renter can't pay rent ➡️ *becomes homeless during a pandemic.*

THESE ARE NOT THE SAME PROBLEM.",13734
1.28935E+18,negative,1.673843145,-1.116650462,2.588669538,2020-08-01 0:00,"Waco, Temple, Killeen, TX",104770,FALSE,12469012,"Florida reported 257 new COVID-19 related deaths on Friday, marking the fourth day in a row that the state has reported a record number of deaths due to the coronavirus. https://t.co/VqfNyFyYU6",2
1.28935E+18,neutral,1.590878367,-0.357975751,0.962296307,2020-08-01 0:00,DC,459,"1,288,974,264,604,000,000",1.24008E+18,At least during the 1918 pandemic they had cocaine in their soda,133384
1.28935E+18,neutral,1.539028049,-0.490604371,1.292063236,2020-08-01 0:00,"Denver, CO",92,"1,289,337,574,977,230,000",15034212,"This administration’s entire coronavirus response should be investigated from top to bottom.

https://t.co/bQ2JphoUD5",3984
1.28935E+18,neutral,1.705633998,0.648532629,0.332997173,2020-08-01 0:00,South Bay,232,"1,289,195,637,272,190,000",9.79971E+17,"This kid. Checking in with Covid around the world 🤣😂😳

 https://t.co/1K9mNtwLsk",3116
1.28935E+18,negative,1.082246184,-0.733523965,3.042971849,2020-08-01 0:00,United States,314,FALSE,9.45159E+17,"@CancelNEETJEE @DrRPNishank @DG_NTA “Dying in pandemic times: My son and my father passed away in a 6-week span” by Dr. Roshan Danesh: The pandemic has caused many ruptures in our ways of living — some of which will be permanent. It is also causing some changes in our experiences of death. 

https://t.co/pCFKS4ERCM",0
1.28935E+18,negative,1.396768332,-0.962103665,2.186562061,2020-08-01 0:00,"British Columbia, Canada",4272,FALSE,282716700,"""Report: Rob Manfred warns that MLB could shut down by Monday if it can't contain coronavirus"" https://t.co/C5oQwnUVO8 #MLB #coronavirus #RobManfred",0
1.28935E+18,positive,0.654217541,0.878457189,0.05763403,2020-08-01 0:00,,378,FALSE,61108211,This company. Dirtbags. https://t.co/kce4iLCXVx,1
1.28935E+18,neutral,1.811563373,0.950994253,0.848021269,2020-08-01 0:00,"Washington, DC",828,"1,289,339,107,395,560,000",7.37628E+17,"“There is a genuine cry for help from Adams Morgan” for @MayorBowser to bring back the street closures, according to Arianne Bennett, co-owner of @amsterdamdc and vp @AdMoBID

When is safe, we must proceed with #open18thstreet! https://t.co/PkgHRSiFi7",3
1.28935E+18,neutral,1.898971796,-0.038732879,0.983852983,2020-08-01 0:00,"New Hampshire, USA",10160,"1,288,939,865,829,140,000",2574200585,Finally received my (negative) COVID test results from the DC government today...28 days after I took the test.,4829
1.28935E+18,negative,1.411669374,-1.258610725,3.018710375,2020-08-01 0:00,,23,"1,289,337,573,513,600,000",245053489,Let’s not mince words on this one: Americans are dead because the Trump administration wanted to use this pandemic for political gain. https://t.co/YM8CSuF43x,23275
1.28935E+18,positive,2.299380064,2.460139751,-0.314061403,2020-08-01 0:00,,29,FALSE,18064878,If you need to move from your current residence during the pandemic - Stay Safe! Make sure you know how to do things with safety in mind! #TonyKiani #CalabasasProperties #WoodlandHillsProperties #LosAngelesListings https://t.co/tkO6HP4Isk,0
1.28935E+18,positive,0.521647394,1.950636029,-0.480643451,2020-08-01 0:00,,87,FALSE,357729997,"https://t.co/8LJpEH8H46
Such a clever ad",0
1.28935E+18,negative,1.004086614,0.03839938,1.567797661,2020-08-01 0:00,Maroc,205,"1,289,223,273,671,030,000",330226117,"Day 152, 7/30, 11:59pm ET
#Coronavirus cases: 4,634,985
#COVID19 deaths: 155,285
CFR: 3.4%

⚠️We've exceeded the COMBINED 140,181 US COMBAT DEATHS in:
🔹Afghanistan: 1,833
🔹Iraq: 3,836
🔹Vietnam: 47,424
🔹Korea: 33,686
🔹WWI: 53,402

""Like magic, it will disappear"" - #TrumpVirus https://t.co/pjMcl1yGC6",208
1.28935E+18,negative,1.780066133,-0.894874811,1.845551133,2020-08-01 0:00,"New York, NY",1300,"1,289,349,894,050,740,000",40889366,"The daily coronavirus infections in France surged back to lockdown levels, with nearly 188,000 cases of the deadly disease.

However, even as infections surge back to lockdown levels, hospitalizations and fatalities continue to fall.
https://t.co/tfMtvyaz33",4
1.28935E+18,positive,0.808653355,2.160431385,0.404292613,2020-08-01 0:00,"Fort Myers, FL",386,FALSE,239191960,"After running a story today about “pandemic dreams” — just woke up from an exceptionally vivid dream about getting shot in the neck. Not fun.

Something that IS fun — the tease I wrote for the story this morning. Any opportunity for a @MeekMill refence, I take. https://t.co/uHaNy7Zanb",0
1.28935E+18,neutral,1.278187156,-0.177617282,0.994024336,2020-08-01 0:00,,293,"1,289,347,270,245,150,000",3064036066,"If there was ever any doubt that digital rights were inseparable from human rights, surely the pandemic - which relegated our whole lives to the digital realm - has erased it. Organizations like @R3Dmx and @derechosdigital are leading the fight in Mexico.

9/",7
1.28935E+18,negative,1.411669374,-1.258610725,3.018710375,2020-08-01 0:00,Espanola New Mexico,417,"1,289,337,573,513,600,000",2393054558,Let’s not mince words on this one: Americans are dead because the Trump administration wanted to use this pandemic for political gain. https://t.co/YM8CSuF43x,23275
1.28935E+18,neutral,1.531839609,0.014872238,1.05297792,2020-08-01 0:00,,15,FALSE,1.19546E+18,Congress must open a second front in our economic war on COVID-19 https://t.co/X9u9BxiVXI,0
1.28935E+18,neutral,1.973687172,0.555335701,0.560838401,2020-08-01 0:00,"Massachusetts, USA",31,"1,287,934,309,744,210,000",1.11108E+18,At first the troupe thought of lockdown as a two-week pause—almost like a vacation. But it stretched on https://t.co/uFxpfT3oJK,80
1.28935E+18,neutral,1.957587123,0.565791845,0.14034684,2020-08-01 0:00,"Manhattan, NY",55,FALSE,9.64958E+17,CDC: Children might play 'important role' in moving eulogies.,0
1.28935E+18,neutral,2.178232431,-0.765030801,0.963427901,2020-08-01 0:00,"New York, NY",67192,"1,289,350,074,758,120,000",65551087,The Trump Administration Won A Legal Fight To Slash Federal Payments To Hospitals During The Coronavirus Pandemic https://t.co/4UzPbqGoWK,217
1.28935E+18,neutral,1.695060611,1.386108875,-0.372493684,2020-08-01 0:00,,15,FALSE,1.28413E+18,HCA Healthcare colleagues take on new roles amid pandemic https://t.co/fNt2UKfkYj #HCAHealthcare,0
1.28935E+18,neutral,0.720234096,0.48964113,-0.007516878,2020-08-01 0:00,,43,FALSE,538330486,COVID-masking Infographic https://t.co/K34PfCNG7I,0
1.28935E+18,negative,1.411669374,-1.258610725,3.018710375,2020-08-01 0:00,"Central Pa, USA",314,"1,289,337,573,513,600,000",1.03298E+18,Let’s not mince words on this one: Americans are dead because the Trump administration wanted to use this pandemic for political gain. https://t.co/YM8CSuF43x,23275
1.28935E+18,neutral,1.60930407,-0.136909634,0.880553424,2020-08-01 0:00,"San Antonio, TX",448,FALSE,14475099,The Right's War On Science &amp; Experts Escalates Amid COVID-19 | Rantt Media https://t.co/gLQWDbEXDe https://t.co/fZ085rbBv9,0
1.28935E+18,negative,1.105957627,-0.785057902,1.900117517,2020-08-01 0:00,Near Pasadena CA,2146,"1,289,287,076,043,600,000",9.58109E+17,Alabama animal shelter overrun as people ditch pets adopted during pandemic https://t.co/rA2aNGBZ5R https://t.co/v9erAaZBKN,73
1.28935E+18,negative,1.902790785,-1.241948247,2.637895823,2020-08-01 0:00,,1686,FALSE,820248031,Prophet Mohammad also taught his followers medical isolation so he ordered them not to enter the places affected with epidemic diseases and not to leave it in order to prevent the spread of diseases.,0
1.28935E+18,neutral,1.325256586,0.41007188,0.974926472,2020-08-01 0:00,,6,FALSE,1.26685E+18,Is this your plan; allow #COVID19 to ravage #Americans so that you #DelayTheElection ? #Distraction. @realDonaldTrump #TrumpVirusDeathToll150K #,0
1.28935E+18,negative,1.702293634,-1.17310977,2.525277138,2020-08-01 0:00,,295,"1,289,216,582,275,610,000",459723529,"Dr Fauci just testified that the reason the United States is doing so poorly on its response to covid as illustrated by our case and mortality numbers is the differing governor responses and a lack of a cohesive, unified effort. That’s the White House, folks. #COVID19",1826
1.28935E+18,negative,1.367050767,-0.715021789,2.178875923,2020-08-01 0:00,Bicoastal  Seattle WA / NH ,1560,"1,289,348,598,858,030,000",112673061,@MollyJongFast Are we sure Covid Gohmert actually tested positive &amp; this isn't a ploy to claim Hydroxy 'cured' him?,4
1.28935E+18,neutral,1.665619612,-0.554427266,1.643622518,2020-08-01 0:00,"Tennessee, USA",4198,"1,289,202,860,702,360,000",9.59944E+17,"In cases per capita, Sweden now has a rate infection similar to the UK, and its no-lockdown strategy avoided other cataclysmic social and economic consequences.",2969
1.28935E+18,neutral,2.262264013,-0.657861471,1.599344492,2020-08-01 0:00,,7,"1,289,143,881,326,610,000",1.16927E+18,"#BREAKING Hong Kong's leader on Friday said local elections planned for September would be postponed because coronavirus cases have surged in the international finance hub, a move that will infuriate democracy supporters
https://t.co/HVPnyvOWPo https://t.co/djjhdSexOf",3310
1.28935E+18,neutral,2.816487074,0.368436068,0.474437207,2020-08-01 0:00,"Manhattan, NY; London, England",6018,"1,289,245,150,103,750,000",7.54456E+17,"BREAKING: A New CDC study of a Georgia summer camp for children showed that 3/4 of tested campers and staff tested positive for COVID.  

Do you still think that schools should reopen?",2036
1.28935E+18,neutral,1.731951952,0.740198612,0.365655988,2020-08-01 0:00,United States,710,"1,289,312,851,388,110,000",8.1668E+17,"My sister works at a daycare. One of her coworkers was diagnosed with COVID 19, and the school ONLY notified the people in that woman’s classroom, and no other teachers or parents. Now my sister has COVID.",21887
1.28935E+18,negative,1.719567537,-0.590324819,1.782497048,2020-08-01 0:00,,369,"1,289,344,645,470,740,000",3514746509,"Our current testing is not the kind we need for mass &amp; frequent testing to control a pandemic. 

In order to be contagious you need extremely high virus levels &amp; these can be detected by less sensitive tests which are faster &amp; cheaper than the ones mostly commonly being used now.",257
1.28935E+18,neutral,2.891009331,1.75847578,-0.937000453,2020-08-01 0:00,USA,7306,"1,289,349,233,187,970,000",453394654,#FlashbackFriday House passed the $3 trillion HEROES Act coronavirus relief package on May 15. #MoscowMitch sat on it for more than 2 months. #ComplicitGOP  #VoteThemAllOut  https://t.co/JVuRtnMcms,38
1.28935E+18,negative,1.278080344,-0.518338442,1.72415483,2020-08-01 0:00,,2506,"1,289,345,228,600,530,000",1.26567E+18,"#BREAKING #news
EU GDP fell 12% due to #covid19

Under Trump's INCOMPETENCE, the US GDP fell off a cliff with a 34% decline in the same period! 

Fitch Ratings revised its outlook on the country’s credit score to negative from stable https://t.co/QM6ITz5EL8",1
1.28935E+18,negative,0.55505389,-0.659526706,2.832515955,2020-08-01 0:00,"Florida, USA",5866,"1,289,339,616,126,850,000",28425649,"Covid-19 is killing at least 1000 people every day. So, say a passenger plane carries about 200 people.  America is experiencing the equivalent of five plane crashes each day.  Are we starting to feel like this is normal?",6962
1.28935E+18,positive,2.829482555,3.309566736,-0.79565382,2020-08-01 0:00,"Romeoville, Illinois",2211,FALSE,66373379,"This will be out last posted concert... because live concerts return next week with the Rockin' the Pandemic concert series. Learn more at https://t.co/hr0xUbAk46.
🎶 Tonight we bring you... Semple! 🎵
https://t.co/RGqkhzWpDA https://t.co/fWDsNxrjVP",0
1.28935E+18,positive,2.521350622,6.906885147,-2.021123409,2020-08-01 0:00,"New York, NY",9,FALSE,1.24782E+18,"End your day with this amazing motivational thought.
#MotivationQuotes #trip #style #fashion #flowers #Motivation #hair #nyc #video #Covid19 #Fridayvibes #Friday #love #skilledtrade #Report #Blessed https://t.co/ivq1lUWQsu",0
1.28935E+18,negative,1.062951922,-0.164467245,1.343065023,2020-08-01 0:00,ubec gsc mc,115,"1,289,345,508,696,140,000",51668338,"Everyday there are mass gatherings - people waiting to get on trains, buses, jeepneys. 

There are mass gatherings of people wanting to leave Metro Manila.

Both scenarios brought about by government incompetence.

How often are street protests compared to these daily events? https://t.co/j2A4x4MU5U",119
1.28935E+18,negative,1.274861336,-0.40063417,2.582655907,2020-08-01 0:00,"Cleveland, OH",190,FALSE,281290137,"@hammrtime06 @JackSke60538541 @Noahqb7 @Alan_Fiszman @tedcruz It’s really unfortunate that COVID-19 is non-discriminatory in when it kills, when it inconveniences, and when it doesn’t make itself known at all.  

Ah well, that’s the nature of a virus. A plague on the other hand...well, you’d know it intimately, seeing as you’re part of it.",0
1.28935E+18,negative,1.098248482,-0.173721015,1.417845726,2020-08-01 0:00,,5565,FALSE,1232540407,★ Why some people who haven't had COVID-19 might already have some immunity - KABC-TV #BreakingNews Please Retweet ➧➧➧ https://t.co/iLXGTdb6cK https://t.co/js8qGmhzeq,0
1.28935E+18,negative,0.928708017,-0.754112899,2.398300886,2020-08-01 0:00,So. Cal,4618,"1,289,339,915,709,350,000",1.20675E+18,Cuomo frets wealthy taxpayers may not return to his state and city. May not! What a joke.  For sure they aren’t returning ! I didn’t think he was even that smart to have the thought. His budget will be half what it was before riots and Covid.,40
1.28935E+18,negative,1.023472548,-0.536597669,2.167696714,2020-08-01 0:00,,15,FALSE,1.0273E+18,"With university administrators at a loss over how to navigate a Covid-plagued fall semester, I’m not surprised that students are now protesting tuition, considering gap years and asking themselves: Is college worth it? https://t.co/zMSk1Bm9I3",1
1.28935E+18,neutral,1.427495837,-0.22608009,1.335927367,2020-08-01 0:00,"Los Angeles, CA",169,"1,289,308,206,880,060,000",7.42354E+17,I'd really like to know what his physician's rationale is for prescribing a drug that has not been proven to be effective for COVID with a pretty big side effect profile to a 66 year old man. I really would. https://t.co/cgZ1mTlr84,30
1.28935E+18,neutral,1.873903275,0.433114022,0.653388381,2020-08-01 0:00,Oregon,1059,"1,289,231,849,127,010,000",109615563,"You can help slow the spread of #COVID19. Wear a cloth face covering, wash your hands, and stay 6 feet away from others. Each habit adds a layer of protection. https://t.co/jkWwZTxyhs https://t.co/z59W7AHY6C",537
1.28935E+18,negative,0.858594,-0.6019243,1.355175614,2020-08-01 0:00,NY,42,FALSE,8.98004E+17,@Reuters Hit hard by the failed impeachment pandemic,0
1.28935E+18,neutral,2.383441925,0.924196661,-0.786031365,2020-08-01 0:00,,578,FALSE,7.20186E+17,Florida sets new coronavirus record as U.S. lawmakers bicker at hearing https://t.co/PJgvUmLkAQ,0
1.28935E+18,neutral,1.369279623,-0.41679886,1.366716266,2020-08-01 0:00,,401,"1,289,349,722,080,240,000",8.8811E+17,@DrTedros @WHO @Harvard @CassSunstein So if you downplayed corona risk like @CassSunstein you get a promotion?,1
1.28935E+18,negative,1.22583127,0.296942294,1.349512577,2020-08-01 0:00,"Duluth, Minnesota",14957,FALSE,27729848,"Minnesota faces a potential $4.7 billion deficit in its next two-year budget due to economic fallout from the coronavirus pandemic.
https://t.co/klIK57SF14 https://t.co/bVHANMwa9s",0
1.28935E+18,neutral,1.784731984,1.489390612,-0.393455803,2020-08-01 0:00,,707666,FALSE,22515362,"AJ Wolf says he noticed the cheer level dropping, so he pulled his Harley out ahead of schedule. https://t.co/xyZXrV7shG",1
1.28935E+18,negative,1.238316059,-0.32645452,1.272815824,2020-08-01 0:00,"England, United Kingdom",197,FALSE,1.14307E+18,"I think it may be brits that are germsy. Spain was clear, brits go, lock down. Spikes in parts of the country.",0
1.28935E+18,negative,0.607344925,-0.537430525,3.301197052,2020-08-01 0:00,"Listening to a record in Dublin, Ireland",3061,FALSE,15186239,"AOB before sign off: the virus is real. Wash your hands. Wear a mask. Be smart. Winter is coming...to hell with conspiracy theorising fools thinking themselves smart. They should live it. Volunteer in a hospital, assholes. I’ve seen it, it’s tough.",1
1.28935E+18,negative,0.491369814,1.05345571,2.1715343,2020-08-01 0:00,,2286,"1,288,818,865,846,120,000",9.33326E+17,Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #covid #corona https://t.co/8i8F8ktJvD,4396
1.28935E+18,positive,0.952288926,1.28216958,0.772016764,2020-08-01 0:00,on nikki’s face😘,349,"1,289,086,377,775,080,000",9.29249E+17,i promise you that Covid is very real. We’ve lost my mother and her three siblings all in two months. This isn’t fair,57
