Tweet_ID,id,Sentiment_Label,Created_at,location,followers_count,Original_tweet,User_id,Content,Retweet_count,Tweet_ID__1,Year,Month,Tweets_Clean
1289350129900642306,33,neutral,2020-08-01 00:00:00+00:00,"Miami, Fl",172.0,1.2893109874561352e+18,30680344.0,The plug could be pulled on the MLB season as soon as Monday https://t.co/eed8wBDEwC,271,1289350129900642306,2020,8,plug could pull mlb season soon monday
1289350129909207047,34,positive,2020-08-01 00:00:00+00:00,Hong Kong,799240.0,0.0,23922797.0,"Masks have become an iconic symbol of the #Covid19 pandemic. For one Hongkonger, it has also been a creative outlet to document history. https://t.co/E8QipPFgW4",8,1289350129909207047,2020,8,mask becom icon symbol covid19 pandem one hongkong ha also creativ outlet document histori
1289350130131378181,35,negative,2020-08-01 00:00:00+00:00,Los Angeles /Amsterdam,7968.0,0.0,8.191944898016748e+17,@JReinerMD Every time when I see this my BP goes up. This Covidiot is in more than one way very bad for my health and the health of our fellow Americans,0,1289350130131378181,2020,8,jreinermd everi time see thi bp goe thi covidiot one way veri bad health health fellow american
1289350130148290563,36,positive,2020-08-01 00:00:00+00:00,"Washington, DC",58621.0,0.0,29447358.0,"Fordham has been collecting the best ideas for dealing with the pandemic and distance learning—including highlighting schools, teachers, and parents doing this well. Our growing list is now 112 items long. Check it out here: https://t.co/mbohmq2N8S https://t.co/XK8wlak2s7",0,1289350130148290563,2020,8,fordham ha collect best idea deal pandem distanc learn includ highlight school teacher parent thi well grow list one hundred and twelve item long check
1289350130181836800,37,neutral,2020-08-01 00:00:00+00:00,United States,19621.0,0.0,574807922.0,"#FromTheCenter: We Still Don't Know All the Long-Term Consequences of 'Mild' COVID-19 | Reporting by @lifehacker 

#Coronavirus #PublicHealth #Healthcare #Pandemic 

https://t.co/sv5jBLT3FG",2,1289350130181836800,2020,8,fromthecent still know longterm consequ mild nineteen report lifehack coronaviru publichealth healthcar pandem
1289350130215325701,38,negative,2020-08-01 00:00:00+00:00,,735.0,0.0,1.2809598100207944e+18,JPML judges struggle with 'nightmare' prospect of COVID-19 insurance coverage MDL https://t.co/ZW6fKw9Uh1 @AlisonFrankel https://t.co/gKwIahYLGz,0,1289350130215325701,2020,8,jpml judg struggl nightmar prospect nineteen insur coverag mdl alisonfrankel
1289350130236260353,39,negative,2020-08-01 00:00:00+00:00,Toronto,614729.0,0.0,19000033.0,Toronto's Caribbean Carnival is being held virtually this year because of the COVID-19 pandemic. CBC Toronto News at 6 anchor @DwightDrummond spoke with writer Amah Harris about the history that ties Emancipation Day and Carnival together. https://t.co/yBNbZRKtoJ,3,1289350130236260353,2020,8,toronto caribbean carniv hold virtual thi year becaus nineteen pandem cbc toronto six anchor dwightdrummond speak writer amah harri histori tie emancip day carniv togeth
1289350130240557056,40,neutral,2020-08-01 00:00:00+00:00,"Chattanooga, TN",116119.0,0.0,15741370.0,"Governor Gretchen Whitmer has vetoed a Republican-led bill that she says would have jeopardized the health of Michigan’s nursing home residents and other COVID-19-positive patients.
https://t.co/ygQi3Be3Pw",0,1289350130240557056,2020,8,governor gretchen whitmer ha veto republicanl bill say would jeopard health michigan nurs home resid nineteen posit patient
1289350130244521985,41,negative,2020-08-01 00:00:00+00:00,,118.0,1.28932517431194e+18,9.28432209693782e+17,The NHS Trust in charge of Belmarsh prison where Julian is incarcerated just confirmed there have been no positive #COVID cases in the prison for weeks. Why are there no family visits? We haven't seen Julian since March! @RobertBuckland https://t.co/l5eqg7QEQc,154,1289350130244521985,2020,8,nh trust charg belmarsh prison julian incarcer confirm posit case prison week whi famili visit see julian sinc march robertbuckland
1289350130244759554,42,negative,2020-08-01 00:00:00+00:00,"Charleston, SC",95782.0,0.0,15109904.0,"Dr. Fauci said inconsistent responses to the pandemic across states and a failure to adhere to expert guidance prevented the U.S from containing the outbreak as effectively as some countries in Europe

https://t.co/iFrjzbjkjK",1,1289350130244759554,2020,8,dr fauci say inconsist respons pandem across state failur adher expert guidanc prevent contain outbreak effect countri europ
1289350130261348352,43,neutral,2020-08-01 00:00:00+00:00,,493.0,1.289299038748029e+18,8.798478012152218e+17,It's past time for another pandemic history session on #COVIDCalls--are you a historian of medicine/public health or know one who might want to join me? Get in touch!,9,1289350130261348352,2020,8,past time anoth pandem histori session covidcallsar historian medicin public health know one might want join get touch
1289350130286473216,44,negative,2020-08-01 00:00:00+00:00,"Lilongwe, Malawi 🇲🇼",1949.0,1.2892748103551836e+18,251169561.0,"Malawi has registered 97 new COVID-19 cases, 68 new recoveries, and five new deaths. Three of the new deaths are from Blantyre, and one each from Nkhotakota and Phalombe. Let me convey my deepest condolences to the bereaved families. May their souls rest in peace.",13,1289350130286473216,2020,8,malawi ha regist ninetyseven nineteen case sixtyeight recoveri five death three death blantyr one nkhotakota phalomb let convey deepest condol bereav famili may soul rest peac
1289350130328580102,46,neutral,2020-08-01 00:00:00+00:00,,69.0,1.289337654874534e+18,7.850802315393802e+17,Around 200 Muslims practiced social distancing as they gathered on a playing field in Croke Park stadium in Dublin to celebrate Eid al-Adha. https://t.co/hF2Vdek8Sd https://t.co/tmOCqWPxZ3,27,1289350130328580102,2020,8,around two hundred muslim practic social distanc gather play field croke park stadium dublin celebr eid aladha
1289350130462871552,48,neutral,2020-08-01 00:00:00+00:00,"Mountain View, CA, USA",13878.0,0.0,287859136.0,Never before have so many people been immobilized at once the world over. https://t.co/08k1PrQZbV,0,1289350130462871552,2020,8,never befor mani peopl immobil onc world
1289350130487853057,49,neutral,2020-08-01 00:00:00+00:00,,1608.0,1.2893488845824205e+18,1.2213660007523246e+18,Small U.S. business defaults up in states hit hard by COVID-19 https://t.co/hlYNTZgJpn https://t.co/KgwYEbgd1T,15,1289350130487853057,2020,8,small busi default state hit hard nineteen
1289350130496233479,50,neutral,2020-08-01 00:00:00+00:00,,402.0,1.2893478459384832e+18,1.0766199857898783e+18,"You keep hearing, without any evidence, that we had “no national plan” to combat COVID. But that has never been true, and ignores the significant steps taken by the federal government and private industry.

@SteveScalise debunks the myth: https://t.co/GIHIDFF4Ow",2154,1289350130496233479,2020,8,keep hear without ani evid nation plan combat ha never true ignor signific step take feder govern privat industri stevescalis debunk myth
1289350130500419585,51,negative,2020-08-01 00:00:00+00:00,Delmarva Peninsula,12063.0,0.0,519682873.0,"“I’m going to be honest with you, I’m scared. I really am,"" said Nationals Manager Dave Martinez, who has a heart condition. https://t.co/CjXNIkb3Eo",0,1289350130500419585,2020,8,go honest scare realli say nation manag dave martinez ha heart condit
1289350130555138048,52,neutral,2020-08-01 00:00:00+00:00,"Lloydminster, AB",2469.0,0.0,40313810.0,"With COVID-19 continuing to put restrictions on large social gatherings, many of Lloydminster’s different places of worship have had to adapt.

https://t.co/lmiy0RZ3Zh",0,1289350130555138048,2020,8,nineteen continu put restrict larg social gather mani lloydminst differ place worship adapt
1289350130559102978,53,neutral,2020-08-01 00:00:00+00:00,"Indianapolis, IN",270544.0,0.0,16550142.0,IU is acknowledging 23 new positive cases that were not previously reported as of its last update on July 17. https://t.co/fVqe9PJRaE,5,1289350130559102978,2020,8,iu acknowledg twentythree posit case previous report last updat juli seventeen
1289350130638794753,54,negative,2020-08-01 00:00:00+00:00,United States of America,3806.0,0.0,1.275546465247662e+18,"@maziehirono &amp; @SenBrianSchatz, the US Senate went home for the weekend with no action on coronavirus relief. Federal unemployment benefits will expire tomorrow and rent is due, with millions facing potential eviction. This is NOT okay. #ArtsHero",0,1289350130638794753,2020,8,maziehirono senbrianschatz senat go home weekend action coronaviru relief feder unemploy benefit expir tomorrow rent due million face potenti evict thi okay artshero
1289350130705956864,55,neutral,2020-08-01 00:00:00+00:00,,20.0,1.289207475212755e+18,1.1697932148339425e+18,Big Tech in now dispensing and judging medical advice and opinion on #Hydroxychloroquine and #coronavirus. Is this legal?,1979,1289350130705956864,2020,8,big tech dispens judg medic advic opinion hydroxychloroquin coronaviru thi legal
1289350130735280128,56,positive,2020-08-01 00:00:00+00:00,Cincinnati oh,1429.0,1.2892591068977848e+18,1061679918.0,"Mitch McConnell is obstructing over 200 bipartisan bills, ones that would make prescriptions more affordable, invest in infrastructure, expand voting access, and tackle the opioid epidemic.
Our mission: Remove Mitch from the swamp he created and return integrity to the Senate.",9684,1289350130735280128,2020,8,mitch mcconnel obstruct two hundred bipartisan bill one would make prescript afford invest infrastructur expand vote access tackl opioid epidem mission remov mitch swamp creat return integr senat
1289350134321623041,57,neutral,2020-08-01 00:00:01+00:00,"Indiana, USA",1823.0,1.2892348257447977e+18,290324779.0,"Glad to see Dr. Fauci finally come out and admit that protesting &amp; rioting did spread COVID-19.

I wish he had been able to share those sentiments when these acts were taking place.

Many lives could have potentially been spared.",2980,1289350134321623041,2020,8,glad see dr fauci final come admit protest riot spread nineteen wish abl share sentiment act take place mani live could potenti spare
1289350134342529026,58,neutral,2020-08-01 00:00:01+00:00,"Chicago, IL",2637.0,0.0,803179230.0,Do you think it's safe to take a family vacation right now?​ https://t.co/ImDABiDgVi,0,1289350134342529026,2020,8,think safe take famili vacat right
1289350134350872576,59,negative,2020-08-01 00:00:01+00:00,Baltimore,257114.0,0.0,24920395.0,"The Trump administration failed to properly manage and negotiate contracts for ventilators, both before and during the coronavirus pandemic, according to a report by the Democratic-led House Oversight and Reform Committee. https://t.co/i7M6cYOMCc",9,1289350134350872576,2020,8,trump administr fail properli manag negoti contract ventil befor dure coronaviru pandem accord report democraticl hous oversight reform committe
1289350134371770368,60,neutral,2020-08-01 00:00:01+00:00,"Charlottesville, Va",66141.0,0.0,15009049.0,"More than just a health crisis, the coronavirus pandemic has now put a dent into court appointed advocates for children. https://t.co/X5UYfpoxVC",1,1289350134371770368,2020,8,health crisi coronaviru pandem ha put dent court appoint advoc children
1289350134380322818,61,neutral,2020-08-01 00:00:01+00:00,"Rochester, MN",610.0,0.0,8.791618759546184e+17,"Mayo Clinic alone has run more than 424,000 tests. https://t.co/PcuitS3UNb",0,1289350134380322818,2020,8,mayo clinic alon ha run 424000 test
1289350134409465856,62,neutral,2020-08-01 00:00:01+00:00,"Sherman,TX/Ada,OK",12316.0,0.0,17505840.0,"Fresh off quarantine after testing positive for COVID-19, Oklahoma Gov. Kevin Stitt visited Ada Friday morning to check out a few success stories from the state’s new Business Relief Program. https://t.co/r3v0v9cW0t",0,1289350134409465856,2020,8,fresh quarantin test posit nineteen oklahoma gov kevin stitt visit ada friday morn check success stori state busi relief program
1289350134493396994,63,negative,2020-08-01 00:00:01+00:00,"Huntsville, AL",78355.0,0.0,9899992.0,UPDATED INFORMATION https://t.co/SzAjwAAOsQ,2,1289350134493396994,2020,8,updat inform
1289350134539534337,64,negative,2020-08-01 00:00:01+00:00,My Throne,86.0,0.0,1.2554238366249533e+18,what if they put Harry Potter into the pandemic shit just so he doesnt happen and what if instead of being a story about how humans got superpowers through dark magic they went completely dark dark sword and shield,0,1289350134539534337,2020,8,put harri potter pandem shit doe happen instead stori human get superpow dark magic go complet dark dark sword shield
1289350134610817024,66,negative,2020-08-01 00:00:01+00:00,"Austin, Texas",250.0,1.2891685804797174e+18,598916486.0,"I don't know who needs to hear this but:

Landlord can't pay mortgage on second property ➡️ lose their investment, which they made knowing risks. *Still have a place to live.*

Renter can't pay rent ➡️ *becomes homeless during a pandemic.*

THESE ARE NOT THE SAME PROBLEM.",13734,1289350134610817024,2020,8,know need hear thi landlord pay mortgag second properti lose invest make know risk still place live renter pay rent becom homeless dure pandem problem
1289350134640160770,67,negative,2020-08-01 00:00:01+00:00,"Waco, Temple, Killeen, TX",104708.0,0.0,12469012.0,"Florida reported 257 new COVID-19 related deaths on Friday, marking the fourth day in a row that the state has reported a record number of deaths due to the coronavirus. https://t.co/VqfNyFyYU6",2,1289350134640160770,2020,8,florida report two hundred and fiftyseven nineteen relat death friday mark fourth day row state ha report record number death due coronaviru
1289350134640254977,68,neutral,2020-08-01 00:00:01+00:00,DC,460.0,1.2889742646040003e+18,1.2400789410896527e+18,At least during the 1918 pandemic they had cocaine in their soda,133354,1289350134640254977,2020,8,least dure one thousand nine hundred and eighteen pandem cocain soda
1289350134673707009,69,neutral,2020-08-01 00:00:01+00:00,"Denver, CO",93.0,1.289337574977237e+18,15034212.0,"This administration’s entire coronavirus response should be investigated from top to bottom.

https://t.co/bQ2JphoUD5",3979,1289350134673707009,2020,8,thi administr entir coronaviru respons investig top bottom
1289350134879330304,70,neutral,2020-08-01 00:00:01+00:00,South Bay,232.0,1.289195637272191e+18,9.799708348561367e+17,"This kid. Checking in with Covid around the world 🤣😂😳

 https://t.co/1K9mNtwLsk",3114,1289350134879330304,2020,8,thi kid check around world
1289350134958972928,71,negative,2020-08-01 00:00:01+00:00,United States,312.0,0.0,9.451591007149384e+17,"@CancelNEETJEE @DrRPNishank @DG_NTA “Dying in pandemic times: My son and my father passed away in a 6-week span” by Dr. Roshan Danesh: The pandemic has caused many ruptures in our ways of living — some of which will be permanent. It is also causing some changes in our experiences of death. 

https://t.co/pCFKS4ERCM",0,1289350134958972928,2020,8,cancelneetje drrpnishank dg_nta dy pandem time son father pass away six week span dr roshan danesh pandem ha caus mani ruptur way live perman also caus chang experi death
1289350135114166272,75,negative,2020-08-01 00:00:01+00:00,"British Columbia, Canada",4271.0,0.0,282716700.0,"""Report: Rob Manfred warns that MLB could shut down by Monday if it can't contain coronavirus"" https://t.co/C5oQwnUVO8 #MLB #coronavirus #RobManfred",0,1289350135114166272,2020,8,report rob manfr warn mlb could shut monday contain coronaviru mlb coronaviru robmanfr
1289350135122554881,76,positive,2020-08-01 00:00:01+00:00,,377.0,0.0,61108211.0,This company. Dirtbags. https://t.co/kce4iLCXVx,1,1289350135122554881,2020,8,thi compani dirtbag
1289350135147683840,78,neutral,2020-08-01 00:00:01+00:00,"Washington, DC",829.0,1.2893391073955635e+18,7.376276080667402e+17,"“There is a genuine cry for help from Adams Morgan” for @MayorBowser to bring back the street closures, according to Arianne Bennett, co-owner of @amsterdamdc and vp @AdMoBID

When is safe, we must proceed with #open18thstreet! https://t.co/PkgHRSiFi7",3,1289350135147683840,2020,8,genuin cri help adam morgan mayorbows bring back street closur accord ariann bennett coown amsterdamdc vp admobid safe must proceed open18thstreet
1289350135370018819,79,neutral,2020-08-01 00:00:01+00:00,"New Hampshire, USA",10157.0,1.2889398658291466e+18,2574200585.0,Finally received my (negative) COVID test results from the DC government today...28 days after I took the test.,4829,1289350135370018819,2020,8,final receiv neg test result dc govern today twentyeight day take test
1289350135382712321,80,negative,2020-08-01 00:00:01+00:00,,22.0,1.289337573513605e+18,245053489.0,Let’s not mince words on this one: Americans are dead because the Trump administration wanted to use this pandemic for political gain. https://t.co/YM8CSuF43x,23270,1289350135382712321,2020,8,let minc word thi one american dead becaus trump administr want use thi pandem polit gain
1289350135390957568,81,positive,2020-08-01 00:00:01+00:00,,29.0,0.0,18064878.0,If you need to move from your current residence during the pandemic - Stay Safe! Make sure you know how to do things with safety in mind! #TonyKiani #CalabasasProperties #WoodlandHillsProperties #LosAngelesListings https://t.co/tkO6HP4Isk,0,1289350135390957568,2020,8,need move current resid dure pandem stay safe make sure know thing safeti mind tonykiani calabasasproperti woodlandhillsproperti losangeleslist
1289350135453868032,83,positive,2020-08-01 00:00:01+00:00,,87.0,0.0,357729997.0,"https://t.co/8LJpEH8H46
Such a clever ad",0,1289350135453868032,2020,8,clever ad
1289350135521185792,84,negative,2020-08-01 00:00:01+00:00,Maroc,205.0,1.289223273671037e+18,330226117.0,"Day 152, 7/30, 11:59pm ET
#Coronavirus cases: 4,634,985
#COVID19 deaths: 155,285
CFR: 3.4%

⚠️We've exceeded the COMBINED 140,181 US COMBAT DEATHS in:
🔹Afghanistan: 1,833
🔹Iraq: 3,836
🔹Vietnam: 47,424
🔹Korea: 33,686
🔹WWI: 53,402

""Like magic, it will disappear"" - #TrumpVirus https://t.co/pjMcl1yGC6",208,1289350135521185792,2020,8,day one hundred and fiftytwo 730 1159 pm et coronaviru case 4634 nine hundred and eightyfive covid19 death 155285 cfr exceed combin 140181 combat death afghanistan 1833 iraq 3836 vietnam 47424 korea 33686 wwi 53402 like magic disappear trumpviru
1289350135546224640,85,negative,2020-08-01 00:00:01+00:00,"New York, NY",1298.0,1.2893498940507423e+18,40889366.0,"The daily coronavirus infections in France surged back to lockdown levels, with nearly 188,000 cases of the deadly disease.

However, even as infections surge back to lockdown levels, hospitalizations and fatalities continue to fall.
https://t.co/tfMtvyaz33",4,1289350135546224640,2020,8,daili coronaviru infect franc surg back lockdown level nearli 188000 case deadli diseas howev even infect surg back lockdown level hospit fatal continu fall
1289350138113089537,87,positive,2020-08-01 00:00:02+00:00,"Fort Myers, FL",386.0,0.0,239191960.0,"After running a story today about “pandemic dreams” — just woke up from an exceptionally vivid dream about getting shot in the neck. Not fun.

Something that IS fun — the tease I wrote for the story this morning. Any opportunity for a @MeekMill refence, I take. https://t.co/uHaNy7Zanb",0,1289350138113089537,2020,8,run stori today pandem dream wake except vivid dream get shoot neck fun someth fun teas write stori thi morn ani opportun meekmil refenc take
1289350138675290112,88,neutral,2020-08-01 00:00:02+00:00,,288.0,1.2893472702451548e+18,3064036066.0,"If there was ever any doubt that digital rights were inseparable from human rights, surely the pandemic - which relegated our whole lives to the digital realm - has erased it. Organizations like @R3Dmx and @derechosdigital are leading the fight in Mexico.

9/",7,1289350138675290112,2020,8,wa ever ani doubt digit right insepar human right sure pandem releg whole live digit realm ha eras organ like r3dmx derechosdigit lead fight mexico nine
1289350138708627456,89,negative,2020-08-01 00:00:02+00:00,Espanola New Mexico,418.0,1.289337573513605e+18,2393054558.0,Let’s not mince words on this one: Americans are dead because the Trump administration wanted to use this pandemic for political gain. https://t.co/YM8CSuF43x,23270,1289350138708627456,2020,8,let minc word thi one american dead becaus trump administr want use thi pandem polit gain
1289350138717069312,90,neutral,2020-08-01 00:00:02+00:00,,15.0,0.0,1.1954560833655194e+18,Congress must open a second front in our economic war on COVID-19 https://t.co/X9u9BxiVXI,0,1289350138717069312,2020,8,congress must open second front econom war nineteen
1289350138754809857,91,neutral,2020-08-01 00:00:02+00:00,"Massachusetts, USA",31.0,1.287934309744218e+18,1.1110809971210813e+18,At first the troupe thought of lockdown as a two-week pause—almost like a vacation. But it stretched on https://t.co/uFxpfT3oJK,80,1289350138754809857,2020,8,first troup think lockdown twoweek paus almost like vacat stretch
1289350138775760897,92,neutral,2020-08-01 00:00:02+00:00,"Manhattan, NY",55.0,0.0,9.649580626867569e+17,CDC: Children might play 'important role' in moving eulogies.,0,1289350138775760897,2020,8,cdc children might play import role move eulog
1289350139019223040,93,neutral,2020-08-01 00:00:02+00:00,"New York, NY",67191.0,1.2893500747581276e+18,65551087.0,The Trump Administration Won A Legal Fight To Slash Federal Payments To Hospitals During The Coronavirus Pandemic https://t.co/4UzPbqGoWK,217,1289350139019223040,2020,8,trump administr win legal fight slash feder payment hospit dure coronaviru pandem
1289350139115524096,94,neutral,2020-08-01 00:00:02+00:00,,15.0,0.0,1.2841307643266048e+18,HCA Healthcare colleagues take on new roles amid pandemic https://t.co/fNt2UKfkYj #HCAHealthcare,0,1289350139115524096,2020,8,hca healthcar colleagu take role amid pandem hcahealthcar
1289350139216183297,96,neutral,2020-08-01 00:00:02+00:00,,43.0,0.0,538330486.0,COVID-masking Infographic https://t.co/K34PfCNG7I,0,1289350139216183297,2020,8,covidmask infograph
1289350139270664193,97,negative,2020-08-01 00:00:02+00:00,"Central Pa, USA",317.0,1.289337573513605e+18,1.0329797549018071e+18,Let’s not mince words on this one: Americans are dead because the Trump administration wanted to use this pandemic for political gain. https://t.co/YM8CSuF43x,23270,1289350139270664193,2020,8,let minc word thi one american dead becaus trump administr want use thi pandem polit gain
1289350139325292545,98,neutral,2020-08-01 00:00:02+00:00,"San Antonio, TX",448.0,0.0,14475099.0,The Right's War On Science &amp; Experts Escalates Amid COVID-19 | Rantt Media https://t.co/gLQWDbEXDe https://t.co/fZ085rbBv9,0,1289350139325292545,2020,8,right war scienc expert escal amid nineteen rantt media
1289350139396546561,99,negative,2020-08-01 00:00:02+00:00,Near Pasadena CA,2147.0,1.289287076043604e+18,9.581085747182879e+17,Alabama animal shelter overrun as people ditch pets adopted during pandemic https://t.co/rA2aNGBZ5R https://t.co/v9erAaZBKN,73,1289350139396546561,2020,8,alabama anim shelter overrun peopl ditch pet adopt dure pandem
1289350139472216065,100,negative,2020-08-01 00:00:02+00:00,,1687.0,0.0,820248031.0,Prophet Mohammad also taught his followers medical isolation so he ordered them not to enter the places affected with epidemic diseases and not to leave it in order to prevent the spread of diseases.,0,1289350139472216065,2020,8,prophet mohammad also teach hi follow medic isol order enter place affect epidem diseas leav order prevent spread diseas
1289350139849580544,102,neutral,2020-08-01 00:00:02+00:00,,6.0,0.0,1.2668487144941076e+18,Is this your plan; allow #COVID19 to ravage #Americans so that you #DelayTheElection ? #Distraction. @realDonaldTrump #TrumpVirusDeathToll150K #,0,1289350139849580544,2020,8,thi plan allow covid19 ravag american delaytheelect distract realdonaldtrump trumpvirusdeathtoll150k
1289350140101181442,103,negative,2020-08-01 00:00:03+00:00,,294.0,1.2892165822756127e+18,459723529.0,"Dr Fauci just testified that the reason the United States is doing so poorly on its response to covid as illustrated by our case and mortality numbers is the differing governor responses and a lack of a cohesive, unified effort. That’s the White House, folks. #COVID19",1827,1289350140101181442,2020,8,dr fauci testifi reason unit state poorli respons illustr case mortal number differ governor respons lack cohes unifi effort white hous folk covid19
1289350140126302208,104,negative,2020-08-01 00:00:03+00:00,Bicoastal  Seattle WA / NH ,1557.0,1.2893485988580393e+18,112673061.0,@MollyJongFast Are we sure Covid Gohmert actually tested positive &amp; this isn't a ploy to claim Hydroxy 'cured' him?,4,1289350140126302208,2020,8,mollyjongfast sure gohmert actual test posit thi ploy claim hydroxi cure
1289350140193628162,105,neutral,2020-08-01 00:00:03+00:00,"Tennessee, USA",4195.0,1.2892028607023677e+18,9.59944253567914e+17,"In cases per capita, Sweden now has a rate infection similar to the UK, and its no-lockdown strategy avoided other cataclysmic social and economic consequences.",2969,1289350140193628162,2020,8,case per capita sweden ha rate infect similar uk nolockdown strategi avoid cataclysm social econom consequ
1289350140256333824,106,neutral,2020-08-01 00:00:03+00:00,,7.0,1.2891438813266166e+18,1.1692743823440568e+18,"#BREAKING Hong Kong's leader on Friday said local elections planned for September would be postponed because coronavirus cases have surged in the international finance hub, a move that will infuriate democracy supporters
https://t.co/HVPnyvOWPo https://t.co/djjhdSexOf",3311,1289350140256333824,2020,8,break hong kong leader friday say local elect plan septemb would postpon becaus coronaviru case surg intern financ hub move infuri democraci support
1289350140373815297,107,neutral,2020-08-01 00:00:03+00:00,"Manhattan, NY; London, England",6016.0,1.2892451501037568e+18,7.54455561417089e+17,"BREAKING: A New CDC study of a Georgia summer camp for children showed that 3/4 of tested campers and staff tested positive for COVID.  

Do you still think that schools should reopen?",2036,1289350140373815297,2020,8,break cdc studi georgia summer camp children show test camper staff test posit still think school reopen
1289350140436701185,109,neutral,2020-08-01 00:00:03+00:00,United States,711.0,1.289312851388113e+18,8.166802715379016e+17,"My sister works at a daycare. One of her coworkers was diagnosed with COVID 19, and the school ONLY notified the people in that woman’s classroom, and no other teachers or parents. Now my sister has COVID.",21883,1289350140436701185,2020,8,sister work daycar one cowork wa diagnos nineteen school onli notifi peopl woman classroom teacher parent sister ha
1289350140638007297,111,negative,2020-08-01 00:00:03+00:00,,368.0,1.2893446454707487e+18,3514746509.0,"Our current testing is not the kind we need for mass &amp; frequent testing to control a pandemic. 

In order to be contagious you need extremely high virus levels &amp; these can be detected by less sensitive tests which are faster &amp; cheaper than the ones mostly commonly being used now.",257,1289350140638007297,2020,8,current test kind need mass frequent test control pandem order contagi need extrem high viru level detect less sensit test faster cheaper one mostli commonli use
